region,region_population_thousands,latitude,longitude,property_type,property_age,area_sqm,bedrooms,bathrooms,floor,distance_to_center,has_elevator,has_garden,has_parking,price,address,neighborhood,construction_quality,energy_rating,last_renovation,transaction_date,price_per_sqm
Sfax,330,34.749045005280934,10.768051234820256,Villa,13,439,5,3,0,2.8,False,True,True,4728000,"60 Avenue Chihia, Sfax, Tunisia",Afran,Premium,B,2022.0,2024-02-18,10770
Sfax,330,34.737892481709935,10.75262889939379,Apartment,6,164,2,2,8,3.6,True,False,True,430000,"193 Boulevard Kheireddine, Sfax, Tunisia",Résidence Centre,Basic,F,,2022-10-09,2622
Manouba,400,36.826196203651385,10.109922297849993,Apartment,29,113,1,2,2,1.8,False,False,True,205000,"61 Avenue Mokhtar Attia, Apt. 38, Manouba, Tunisia",,Standard,E,2019.0,2022-06-11,1814
Zaghouan,150,36.39386275867069,10.12345095972211,Duplex,8,164,4,2,1,3.5,False,False,False,509000,"196 Avenue Ali Belhouane, Apt. 25, Zaghouan, Tunisia",Quartier Oliveraie,Basic,C,,2023-02-12,3104
Ben Arous,600,36.73189037727228,10.208013798894948,Apartment,12,171,1,2,3,2.8,True,False,False,425000,"139 Place République, Apt. 11, Ben Arous, Tunisia",,Standard,E,,2022-08-05,2485
Tataouine,100,32.9367434680596,10.42848310879145,House,17,200,2,1,0,2.5,False,True,True,407000,"147 Place Farhat Hached, Tataouine, Tunisia",Quartier Lac,Standard,C,2018.0,2023-11-22,2035
Tunis,634,36.7983463437482,10.19415998509571,Apartment,17,114,4,1,3,2.4,True,False,True,410000,"125 Rue Hannibal, Apt. 27, Tunis, Tunisia",Manar,Good,E,2009.0,2022-10-17,3596
Tataouine,100,32.92231740832577,10.464065403859006,House,41,239,3,3,0,5.6,False,True,False,446000,"62 Impasse Carthage, Tataouine, Tunisia",,Basic,G,2010.0,2022-01-08,1866
Sousse,270,35.83677335191035,10.62189135663166,Apartment,30,138,2,2,9,4.1,True,False,False,329000,"57 Boulevard Liberté, Apt. 16, Sousse, Tunisia",Khezama,Premium,F,2022.0,2024-01-20,2384
Jendouba,100,36.51254110900464,8.793488831913605,Apartment,21,164,1,1,7,1.2,True,False,False,169000,"79 Impasse Tahar Haddad, Apt. 39, Jendouba, Tunisia",Résidence Jardins,Good,A,2022.0,2022-12-29,1030
Tunis,634,36.80137269628335,10.167021024187076,Penthouse,3,229,3,2,11,5.9,True,False,True,1994000,"55 Avenue Abou El Kacem Chebbi, Apt. 6, Tunis, Tunisia",La Marsa,Standard,C,,2022-10-29,8707
Bizerte,150,37.275463540344596,9.89496987940001,House,4,152,4,3,0,9.0,False,True,False,437000,"183 Impasse Paris, Bizerte, Tunisia",Hay Parc,Luxury,B,,2024-02-14,2875
Nabeul,200,36.458280836621604,10.721146124881363,House,6,206,4,2,0,3.1,False,True,False,847000,"39 Impasse Abou El Kacem Chebbi, Nabeul, Tunisia",Résidence Médina,Basic,D,,2023-05-20,4112
Ariana,350,36.87163784623667,10.191960151364093,House,54,130,4,3,0,5.0,False,True,False,808000,"98 Rue El Ghazela, Ariana, Tunisia",Riadh Andalous,Basic,E,,2023-01-02,6215
Sidi Bouzid,160,35.04287643986777,9.497503201751154,House,26,138,2,3,0,6.0,False,True,False,173000,"196 Boulevard Tahar Sfar, Sidi Bouzid, Tunisia",,Basic,E,2017.0,2023-01-17,1254
Tozeur,70,33.92044736757572,8.149199198728665,House,20,141,4,1,0,4.4,False,True,False,346000,"173 Impasse République, Tozeur, Tunisia",,Premium,A,2022.0,2022-03-16,2454
Siliana,80,36.09550777896583,9.381153667000927,Apartment,13,120,3,1,5,9.6,True,False,False,104000,"135 Boulevard Paris, Apt. 32, Siliana, Tunisia",Hay Parc,Standard,D,,2022-12-07,867
Monastir,200,35.76003964079162,10.842997455545579,Villa,22,188,5,2,0,1.6,False,True,True,1689000,"114 Place Cité Essalem, Monastir, Tunisia",Hay Lac,Good,D,2013.0,2024-02-15,8984
Tunis,634,36.828295279265994,10.163348256190465,Apartment,17,134,3,2,1,3.7,False,False,True,462000,"181 Rue Bab Saadoun, Apt. 25, Tunis, Tunisia",Menzah,Basic,C,2015.0,2023-11-10,3448
Nabeul,200,36.45071205647167,10.725444437098526,Villa,10,177,4,2,0,12.8,False,True,True,980000,"104 Avenue Liberté, Nabeul, Tunisia",,Luxury,B,2021.0,2023-02-16,5537
Tunis,634,36.819226165371276,10.192581481800234,Studio,2,64,0,1,4,0.9,True,False,True,107000,"104 Boulevard Bab Bhar, Apt. 19, Tunis, Tunisia",,Good,D,,2023-09-29,1672
Kasserine,120,35.15424425602852,8.84925136356308,Studio,8,55,0,1,7,9.7,True,False,False,26000,"98 Place Carthage, Kasserine, Tunisia",Résidence Oliveraie,Standard,C,,2023-06-17,473
Tataouine,100,32.9166486531989,10.465762951282406,Duplex,18,150,4,2,4,8.4,False,False,True,293000,"176 Place Habib Bourguiba, Apt. 5, Tataouine, Tunisia",El Palmeraie,Basic,E,,2022-08-19,1953
Sousse,270,35.8223490179814,10.626013614677909,House,13,282,2,1,0,1.9,False,True,False,1137000,"100 Place Khezama, Sousse, Tunisia",Médina,Standard,D,2023.0,2022-06-10,4032
Tunis,634,36.78941196313371,10.164880712807332,Villa,21,290,5,2,0,1.4,False,True,True,3750000,"6 Impasse El Menzah, Tunis, Tunisia",La Marsa,Standard,D,,2022-07-11,12931
Manouba,400,36.81749452773504,10.099521519397356,Apartment,34,123,3,1,3,2.3,True,False,False,213000,"186 Impasse Paris, Manouba, Tunisia",Hay Parc,Good,F,,2023-09-16,1732
Kef,120,36.163704271082565,8.695534893021916,House,39,185,2,3,0,10.2,False,True,True,212000,"112 Boulevard Farhat Hached, Kef, Tunisia",Hay Lac,Standard,G,2013.0,2023-08-16,1146
Nabeul,200,36.42991552873864,10.749688367368678,House,28,212,4,2,0,0.9,False,True,True,712000,"59 Boulevard Mokhtar Attia, Nabeul, Tunisia",,Basic,D,,2022-03-15,3358
Sfax,330,34.751194104261465,10.738221549542729,Apartment,16,125,3,1,0,4.2,False,True,True,323000,"123 Avenue Afran, Apt. 38, Sfax, Tunisia",Afran,Standard,F,,2023-12-21,2584
Sfax,330,34.74361350377985,10.739533807762136,House,10,222,4,2,0,3.2,False,True,True,921000,"136 Avenue Omar Ibn Al Khattab, Sfax, Tunisia",Chihia,Good,D,,2023-07-15,4149
Kasserine,120,35.19238728853044,8.850755870959006,Apartment,18,163,2,1,2,2.3,False,False,False,185000,"98 Boulevard Mohamed V, Apt. 15, Kasserine, Tunisia",,Basic,F,2021.0,2022-03-10,1135
Manouba,400,36.81931164949065,10.118309446071972,House,24,296,2,1,0,5.6,False,True,True,861000,"182 Avenue Farhat Hached, Manouba, Tunisia",Quartier Parc,Good,E,2015.0,2022-06-16,2909
Ben Arous,600,36.76887265152069,10.244726928796354,Studio,26,59,0,1,0,1.7,False,False,False,58000,"158 Place Farhat Hached, Apt. 6, Ben Arous, Tunisia",Résidence Médina,Good,D,2014.0,2023-06-04,983
Tunis,634,36.809985392528496,10.171802959910808,Studio,27,41,0,1,0,2.5,False,False,True,54000,"116 Avenue Bab Bhar, Apt. 28, Tunis, Tunisia",Résidence Oliveraie,Good,E,,2023-10-06,1317
Manouba,400,36.79528995575582,10.088360001101947,Penthouse,11,217,2,2,8,2.3,True,False,True,1031000,"48 Avenue Hannibal, Apt. 11, Manouba, Tunisia",Hay Palmeraie,Good,C,2021.0,2022-01-08,4751
Nabeul,200,36.45772477150446,10.72113282679162,Penthouse,17,208,3,3,9,1.9,True,False,True,1168000,"18 Avenue Mongi Slim, Nabeul, Tunisia",,Standard,E,,2023-09-16,5615
Sousse,270,35.812432011831866,10.633003043139773,House,54,213,4,1,0,1.8,False,True,False,774000,"168 Avenue Kheireddine, Sousse, Tunisia",,Standard,F,2010.0,2022-03-11,3634
Sidi Bouzid,160,35.02495250492623,9.490232183485803,House,7,240,3,1,0,1.9,False,True,True,520000,"141 Impasse Bardo, Sidi Bouzid, Tunisia",,Premium,C,2021.0,2023-08-01,2167
Tunis,634,36.827658801422814,10.193904468285156,Penthouse,7,227,3,3,6,6.0,True,False,True,1764000,"61 Rue Liberté, Tunis, Tunisia",Centre Ville,Basic,E,,2022-03-28,7771
Nabeul,200,36.45962133070745,10.74163607379919,House,4,148,2,2,0,4.3,False,True,False,477000,"155 Rue République, Nabeul, Tunisia",Résidence Lac,Good,B,,2023-04-25,3223
Ariana,350,36.86189739546285,10.179928192981734,Studio,6,43,0,1,2,2.6,False,False,True,61000,"69 Avenue El Ghazela, Apt. 30, Ariana, Tunisia",Riadh Andalous,Premium,D,2022.0,2023-04-27,1419
Ariana,350,36.88223552277134,10.183026800100642,Apartment,30,151,3,1,3,5.7,True,False,True,341000,"186 Avenue Borj Louzir, Apt. 12, Ariana, Tunisia",Menzah 5,Good,F,,2023-12-16,2258
Sfax,330,34.72016544387891,10.772800758961436,Apartment,14,141,2,2,7,2.6,False,True,False,414000,"84 Avenue Sfax El Jadida, Apt. 33, Sfax, Tunisia",,Basic,C,,2022-01-30,2936
Tunis,634,36.79028077671656,10.175094799977058,Apartment,28,159,2,1,2,1.6,False,False,False,639000,"130 Rue Mongi Slim, Apt. 11, Tunis, Tunisia",Lac 2,Standard,F,2017.0,2022-03-24,4019
Nabeul,200,36.42771424641455,10.719353397127023,House,7,160,5,1,0,8.2,False,True,True,563000,"121 Avenue Mohamed V, Nabeul, Tunisia",,Basic,B,,2023-08-13,3519
Ariana,350,36.84616018153799,10.17332050638751,Apartment,15,109,2,2,4,1.2,True,False,True,359000,"156 Boulevard Carthage, Apt. 18, Ariana, Tunisia",Riadh Andalous,Good,E,2020.0,2023-12-06,3294
Gabès,200,33.88923284783114,10.115050389790156,Villa,22,428,4,4,0,2.2,False,True,True,2670000,"63 Impasse Abou El Kacem Chebbi, Gabès, Tunisia",Quartier Centre,Basic,E,,2023-06-23,6238
Siliana,80,36.0780657703183,9.394128823835912,Apartment,32,127,2,1,0,14.1,False,False,False,89000,"182 Rue Liberté, Apt. 11, Siliana, Tunisia",El Oliveraie,Standard,E,2014.0,2022-07-11,701
Ben Arous,600,36.73896732872801,10.219569521178062,Apartment,24,84,4,1,3,5.2,True,False,False,181000,"156 Rue Abou Hamed El Ghazali, Apt. 25, Ben Arous, Tunisia",Cité Jardins,Premium,D,,2023-05-15,2155
Béja,100,36.70813684965156,9.18772795977095,Apartment,15,88,1,1,1,12.9,False,False,True,76000,"1 Boulevard 14 Janvier, Apt. 32, Béja, Tunisia",Résidence Lac,Basic,F,2018.0,2023-04-20,864
Monastir,200,35.77349347954352,10.831864167342095,Apartment,29,79,4,1,3,0.7,True,False,True,208000,"141 Place Charles de Gaulle, Apt. 34, Monastir, Tunisia",Zone Touristique,Standard,E,2022.0,2023-10-24,2633
Gafsa,120,34.438483745269714,8.786285150801648,House,37,225,2,3,0,14.6,False,True,True,379000,"166 Place Abou El Kacem Chebbi, Gafsa, Tunisia",Quartier Parc,Good,E,,2024-03-18,1684
Ben Arous,600,36.75968151774509,10.250062515719717,Villa,20,265,4,2,0,5.8,False,True,True,2002000,"156 Place Mokhtar Attia, Ben Arous, Tunisia",El Palmeraie,Good,D,2017.0,2022-04-29,7555
Gabès,200,33.87135321548044,10.091158196931698,Studio,3,68,0,1,8,1.1,False,False,True,64000,"192 Impasse Ibn Sina, Apt. 34, Gabès, Tunisia",El Lac,Good,A,,2023-04-13,941
Tataouine,100,32.943485168085466,10.45646527585277,House,34,117,4,2,0,12.8,False,True,True,178000,"43 Place Paris, Tataouine, Tunisia",,Premium,F,2019.0,2023-08-28,1521
Medenine,200,33.32382664522699,10.495307365500524,House,46,219,4,3,0,12.2,False,True,True,519000,"33 Rue Hédi Chaker, Medenine, Tunisia",,Premium,F,2009.0,2022-12-11,2370
Sidi Bouzid,160,35.03669190065624,9.481769491898419,House,21,155,2,1,0,13.6,False,True,True,188000,"19 Place République, Sidi Bouzid, Tunisia",Hay Jardins,Standard,D,2022.0,2023-02-19,1213
Sidi Bouzid,160,35.0222137404161,9.507021504589213,House,41,115,2,2,0,8.2,False,True,True,140000,"77 Rue Mokhtar Attia, Sidi Bouzid, Tunisia",Cité Centre,Basic,G,2022.0,2023-05-24,1217
Nabeul,200,36.4644159380847,10.736567791605394,House,53,221,5,1,0,11.9,False,True,True,546000,"106 Impasse Omar Ibn Al Khattab, Nabeul, Tunisia",,Basic,F,2013.0,2023-06-16,2471
Mahdia,150,35.513603051415345,11.082064133606776,House,6,167,5,2,0,1.2,False,True,True,815000,"77 Boulevard Charles de Gaulle, Mahdia, Tunisia",Résidence Centre,Good,D,,2022-12-04,4880
Jendouba,100,36.48290870711808,8.768618652535348,Apartment,33,157,1,1,4,1.6,False,False,True,158000,"81 Impasse Habib Bourguiba, Apt. 2, Jendouba, Tunisia",,Good,F,,2023-10-11,1006
Sousse,270,35.82663506236283,10.649550518567619,Apartment,1,85,4,1,2,2.8,False,False,True,308000,"116 Place Sahloul, Apt. 9, Sousse, Tunisia",Sahloul,Standard,C,,2023-07-29,3624
Nabeul,200,36.42811274477208,10.76170090750982,Duplex,10,149,3,3,2,2.2,False,False,True,750000,"78 Impasse Abou Hamed El Ghazali, Apt. 2, Nabeul, Tunisia",Hay Palmeraie,Premium,G,,2023-03-25,5034
Monastir,200,35.775245330144124,10.819161557031086,Apartment,17,112,3,1,5,1.9,True,True,True,378000,"65 Impasse Abou El Kacem Chebbi, Apt. 30, Monastir, Tunisia",,Good,F,,2023-02-11,3375
Sfax,330,34.73023622189199,10.744017835382545,Villa,24,316,5,3,0,3.9,False,True,True,2662000,"119 Avenue Chihia, Sfax, Tunisia",El Oliveraie,Standard,D,,2023-03-24,8424
Ariana,350,36.8770786954465,10.218370708237305,Studio,24,33,0,1,8,1.2,True,False,False,38000,"63 Avenue El Ghazela, Ariana, Tunisia",Ghazela,Standard,C,,2022-05-06,1152
Sfax,330,34.73628223774227,10.782921034737674,Penthouse,11,197,4,3,14,0.9,True,False,True,1317000,"96 Rue Bardo, Apt. 25, Sfax, Tunisia",Gremda,Premium,D,2021.0,2022-06-08,6685
Kef,120,36.198789880771756,8.713952556373815,House,25,278,2,1,0,13.8,False,True,True,369000,"111 Rue Abou Hamed El Ghazali, Kef, Tunisia",,Standard,F,2021.0,2022-03-24,1327
Sfax,330,34.749301308956305,10.757049208958524,House,48,231,4,2,0,5.1,False,True,False,810000,"132 Place Afran, Sfax, Tunisia",Afran,Good,F,2015.0,2023-12-30,3506
Nabeul,200,36.45423617041063,10.715402316850925,Villa,18,218,7,3,0,1.4,False,True,True,2054000,"11 Impasse Hédi Chaker, Nabeul, Tunisia",El Lac,Standard,F,2020.0,2023-04-07,9422
Manouba,400,36.81921317376502,10.074641232224206,Apartment,4,100,2,1,1,2.8,False,False,True,215000,"91 Boulevard Farhat Hached, Apt. 33, Manouba, Tunisia",El Palmeraie,Good,C,,2023-05-17,2150
Medenine,200,33.355754247345985,10.517747346473028,Apartment,5,177,3,1,4,2.0,False,False,True,378000,"3 Rue Liberté, Apt. 36, Medenine, Tunisia",,Standard,C,,2024-01-02,2136
Ben Arous,600,36.74015386437782,10.21948313905179,Apartment,11,85,3,2,3,3.4,True,False,False,226000,"16 Rue Hannibal, Apt. 34, Ben Arous, Tunisia",,Standard,C,,2024-01-24,2659
Sfax,330,34.739665518927914,10.765133145346624,Apartment,11,149,3,2,4,1.5,True,False,True,486000,"104 Boulevard Sakiet Ezzit, Apt. 30, Sfax, Tunisia",Médina,Standard,C,,2024-01-30,3262
Bizerte,150,37.2637676830871,9.878524320231596,Apartment,11,97,4,1,8,14.0,True,False,True,175000,"160 Boulevard Mokhtar Attia, Apt. 4, Bizerte, Tunisia",El Centre,Good,B,2023.0,2022-10-17,1804
Jendouba,100,36.49098935366147,8.758874536053554,Studio,8,41,0,1,0,2.1,False,False,True,26000,"150 Rue Mongi Slim, Jendouba, Tunisia",,Basic,E,,2024-01-15,634
Ben Arous,600,36.7284263774916,10.208357552895922,Apartment,8,131,3,1,5,0.8,True,True,True,421000,"125 Impasse El Ghazela, Apt. 3, Ben Arous, Tunisia",,Premium,E,,2022-09-22,3214
Kairouan,150,35.6927125350082,10.122671565619168,Apartment,21,89,2,1,6,13.1,True,False,True,86000,"200 Place Tahar Haddad, Apt. 37, Kairouan, Tunisia",,Basic,D,2015.0,2022-11-15,966
Manouba,400,36.80574830996406,10.097634197672496,Apartment,15,104,2,2,7,2.5,True,False,False,232000,"18 Avenue Mongi Slim, Manouba, Tunisia",,Basic,E,2023.0,2022-04-21,2231
Tunis,634,36.78884240845367,10.184051567634008,Penthouse,3,207,4,3,9,3.3,False,False,True,1847000,"183 Impasse Lafayette, Apt. 18, Tunis, Tunisia",La Marsa,Good,A,,2022-12-20,8923
Ben Arous,600,36.73553274510035,10.233860716559942,Apartment,3,128,1,2,8,4.7,True,False,True,375000,"37 Avenue 14 Janvier, Apt. 25, Ben Arous, Tunisia",,Good,B,,2023-01-22,2930
Tunis,634,36.82816293337904,10.166284926965151,Apartment,2,78,4,2,4,3.3,True,False,False,482000,"11 Rue Bab Saadoun, Apt. 9, Tunis, Tunisia",Hay Lac,Basic,D,,2023-01-04,6179
Tozeur,70,33.93292818590285,8.109675121140915,House,21,224,2,2,0,11.9,False,True,True,408000,"108 Place République, Tozeur, Tunisia",,Standard,D,,2023-04-06,1821
Gafsa,120,34.419174862066086,8.764537425391525,House,28,163,3,2,0,1.1,False,True,True,349000,"107 Avenue République, Gafsa, Tunisia",Cité Médina,Standard,A,,2022-10-20,2141
Nabeul,200,36.443923772079785,10.721176845981946,Villa,21,251,5,3,0,0.8,False,True,True,2180000,"141 Place Paris, Nabeul, Tunisia",El Jardins,Good,F,2012.0,2022-08-08,8685
Monastir,200,35.77116524950615,10.822076140305377,Apartment,15,173,2,1,7,4.8,True,False,False,442000,"1 Rue Khniss, Apt. 3, Monastir, Tunisia",El Parc,Standard,D,2013.0,2024-03-27,2555
Manouba,400,36.799429556139046,10.104831097473657,Villa,24,419,5,4,0,1.1,False,True,True,3612000,"187 Impasse Hannibal, Manouba, Tunisia",Résidence Parc,Good,F,2018.0,2023-05-08,8621
Sousse,270,35.84544260256295,10.629629768705264,Apartment,13,79,2,1,1,0.9,False,False,True,229000,"120 Avenue Carthage, Sousse, Tunisia",Médina,Premium,B,2023.0,2022-12-10,2899
Sfax,330,34.72521715782375,10.7488361379098,Apartment,3,114,4,2,9,1.4,True,False,False,361000,"172 Impasse Sfax El Jadida, Sfax, Tunisia",El Parc,Basic,B,,2023-09-07,3167
Gafsa,120,34.44310004117482,8.787581986163508,Apartment,1,151,3,1,8,8.2,True,False,True,240000,"158 Boulevard Ali Belhouane, Gafsa, Tunisia",,Premium,C,,2023-06-25,1589
Nabeul,200,36.44905055161535,10.719981836075448,Apartment,9,178,2,1,1,15.0,False,False,True,364000,"148 Place Hannibal, Apt. 22, Nabeul, Tunisia",Hay Oliveraie,Standard,C,,2022-07-08,2045
Sfax,330,34.73808636541619,10.74922460016787,Apartment,10,178,3,2,4,4.7,False,False,True,469000,"135 Avenue Ali Belhouane, Apt. 38, Sfax, Tunisia",Afran,Basic,E,,2022-10-28,2635
Ben Arous,600,36.77545815639267,10.247503505470787,Apartment,25,84,2,1,5,4.7,True,False,True,165000,"175 Boulevard Mongi Slim, Ben Arous, Tunisia",Quartier Centre,Standard,D,,2023-06-30,1964
Kebili,80,33.683295127091405,8.969432674463063,Duplex,15,181,4,3,3,13.2,False,False,False,299000,"63 Avenue El Ghazela, Kebili, Tunisia",Cité Oliveraie,Good,E,,2022-03-18,1652
Tunis,634,36.792752917275735,10.177038854476214,Apartment,25,178,1,2,3,1.3,True,False,True,558000,"85 Place Bab Bhar, Apt. 26, Tunis, Tunisia",Carthage,Standard,E,,2022-08-09,3135
Kasserine,120,35.19104239991257,8.831775725994426,House,52,185,3,3,0,5.0,False,True,True,334000,"152 Boulevard Mohamed V, Kasserine, Tunisia",,Basic,G,,2022-05-29,1805
Sousse,270,35.81621076466854,10.61999441770525,Apartment,3,99,3,2,7,0.7,True,False,True,359000,"28 Avenue Hannibal, Apt. 15, Sousse, Tunisia",Bouhsina,Standard,C,,2023-07-06,3626
Sousse,270,35.839516242970326,10.640825900768219,Apartment,25,117,2,1,9,4.3,True,False,True,276000,"119 Avenue Carthage, Sousse, Tunisia",Résidence Palmeraie,Basic,D,,2024-03-18,2359
Tunis,634,36.80490327302131,10.16737421769315,Studio,27,53,0,1,3,5.2,False,False,False,61000,"93 Impasse Mongi Slim, Apt. 27, Tunis, Tunisia",Médina,Basic,D,2021.0,2022-04-30,1151
Tataouine,100,32.924312318707855,10.473892171336926,Apartment,27,165,4,2,2,6.1,False,False,True,212000,"85 Boulevard Kheireddine, Apt. 11, Tataouine, Tunisia",Cité Médina,Good,C,2018.0,2023-06-02,1285
Ariana,350,36.86350449688029,10.190634964062163,House,28,278,4,1,0,4.6,False,True,False,976000,"17 Boulevard Tahar Haddad, Ariana, Tunisia",Borj Louzir,Good,E,,2022-01-15,3511
Kasserine,120,35.17327110211741,8.844349425294979,Apartment,1,109,4,1,4,6.1,True,True,True,150000,"112 Impasse Mohamed V, Kasserine, Tunisia",Cité Centre,Standard,D,,2024-03-13,1376
Ben Arous,600,36.74530544682515,10.212235306046631,Villa,0,210,6,3,0,1.6,False,True,True,2361000,"107 Impasse 14 Janvier, Ben Arous, Tunisia",El Centre,Good,A,,2022-04-08,11243
Ben Arous,600,36.75754680591695,10.236560205174055,Apartment,1,160,4,2,1,3.7,False,True,True,570000,"86 Boulevard Habib Bourguiba, Apt. 16, Ben Arous, Tunisia",Cité Médina,Standard,B,,2022-07-05,3562
Kef,120,36.193235900147926,8.733999379538307,Penthouse,7,261,2,2,13,11.1,True,False,True,598000,"126 Impasse Hédi Chaker, Apt. 26, Kef, Tunisia",Cité Parc,Good,A,2023.0,2023-09-23,2291
Nabeul,200,36.44485870603446,10.716267744811445,Apartment,15,160,2,1,2,5.4,False,False,False,334000,"61 Boulevard Paris, Apt. 11, Nabeul, Tunisia",,Good,E,2013.0,2023-12-04,2088
Ariana,350,36.885417429181544,10.192350596371874,Apartment,22,152,3,1,7,4.7,True,False,False,408000,"84 Place Jardins d'El Menzah, Apt. 6, Ariana, Tunisia",Menzah 5,Standard,C,,2023-01-10,2684
Ariana,350,36.86866287548365,10.203915266156415,Apartment,22,143,1,1,4,1.9,True,False,False,355000,"189 Rue El Ghazela, Apt. 28, Ariana, Tunisia",Menzah 6,Good,E,2011.0,2022-12-27,2483
Nabeul,200,36.453625685435064,10.722762876486815,House,9,157,2,1,0,2.6,False,True,False,600000,"24 Avenue Hédi Chaker, Nabeul, Tunisia",Quartier Centre,Standard,C,,2023-05-30,3822
Mahdia,150,35.51735715250581,11.077387598715205,House,34,179,2,2,0,11.3,False,True,True,489000,"1 Impasse Mohamed V, Mahdia, Tunisia",,Basic,G,2020.0,2022-10-07,2732
Medenine,200,33.34254877930087,10.500928058029242,Studio,14,69,0,1,7,7.1,True,False,True,54000,"9 Avenue Liberté, Apt. 24, Medenine, Tunisia",Résidence Lac,Basic,D,2021.0,2023-11-15,783
Tunis,634,36.7871969091564,10.160697583074988,Apartment,12,113,1,1,2,3.4,False,False,False,323000,"92 Place Ibn Sina, Apt. 11, Tunis, Tunisia",Médina,Standard,C,,2022-10-09,2858
Manouba,400,36.801378242278176,10.08754230777587,Apartment,20,115,2,2,4,2.2,True,False,True,254000,"85 Rue Bardo, Apt. 38, Manouba, Tunisia",,Basic,D,,2022-11-21,2209
Tunis,634,36.82918282254816,10.195681137122172,Apartment,24,75,2,2,8,1.7,False,False,False,216000,"158 Rue La Marsa, Tunis, Tunisia",Résidence Lac,Good,F,2010.0,2023-04-04,2880
Tunis,634,36.814496214762954,10.18238240445088,Villa,20,292,4,4,0,5.8,False,True,True,3277000,"101 Impasse Bab Saadoun, Tunis, Tunisia",Carthage,Basic,G,,2022-07-13,11223
Sousse,270,35.807868376536334,10.658522833609215,Studio,22,60,0,1,1,5.5,False,False,False,63000,"75 Place Kantaoui, Sousse, Tunisia",Bouhsina,Good,E,2016.0,2022-11-29,1050
Kairouan,150,35.671852034912014,10.079946280122362,Villa,12,326,6,3,0,1.6,False,True,True,2036000,"157 Boulevard Farhat Hached, Kairouan, Tunisia",Quartier Jardins,Premium,C,,2022-06-20,6245
Ariana,350,36.86218994478578,10.214299900580654,Villa,19,164,7,2,0,3.0,False,True,True,1696000,"156 Boulevard Riadh El Andalous, Ariana, Tunisia",Ghazela,Standard,E,,2023-02-04,10341
Ben Arous,600,36.77266455008887,10.203848295802823,Apartment,12,93,2,1,2,1.3,False,False,False,230000,"165 Place Liberté, Apt. 39, Ben Arous, Tunisia",Quartier Jardins,Standard,D,,2022-09-27,2473
Tunis,634,36.82581478723757,10.170074210874994,House,49,264,3,3,0,4.5,False,True,False,1028000,"9 Impasse Bab Bhar, Tunis, Tunisia",,Standard,D,2016.0,2022-02-05,3894
Sfax,330,34.71754861819842,10.777689513518144,Apartment,14,142,3,1,9,1.9,True,False,False,390000,"42 Impasse Tahar Haddad, Sfax, Tunisia",Afran,Standard,B,,2023-04-03,2746
Tozeur,70,33.93789333779941,8.138311553992118,House,35,156,2,2,0,12.0,False,True,True,275000,"131 Boulevard Mokhtar Attia, Tozeur, Tunisia",,Basic,D,2017.0,2022-04-21,1763
Ariana,350,36.866221687864815,10.211256013631072,Villa,8,295,5,4,0,1.4,False,True,True,3844000,"108 Avenue Riadh El Andalous, Ariana, Tunisia",Borj Louzir,Good,E,,2023-12-16,13031
Ben Arous,600,36.767615477635516,10.247805273672135,Apartment,27,160,4,1,6,2.6,True,False,False,357000,"171 Boulevard Bardo, Apt. 30, Ben Arous, Tunisia",Résidence Lac,Standard,C,,2024-01-08,2231
Gabès,200,33.88403737237984,10.12158235463664,Apartment,2,76,3,2,7,9.0,False,False,True,138000,"181 Avenue 14 Janvier, Apt. 4, Gabès, Tunisia",Quartier Parc,Good,C,,2022-11-08,1816
Medenine,200,33.36470734154667,10.482327230499932,Studio,20,30,0,1,3,7.6,True,False,False,20000,"31 Avenue Kheireddine, Apt. 29, Medenine, Tunisia",Résidence Centre,Basic,D,,2023-10-05,667
Nabeul,200,36.46877718797771,10.73749111288743,House,46,226,4,1,0,10.3,False,True,False,644000,"39 Rue 14 Janvier, Nabeul, Tunisia",Quartier Lac,Basic,F,,2023-08-08,2850
Tunis,634,36.80087831691499,10.187153615494136,Apartment,22,75,3,2,4,3.4,True,False,False,243000,"177 Boulevard Bab Bhar, Apt. 31, Tunis, Tunisia",Centre Ville,Premium,F,2023.0,2022-03-27,3240
Tunis,634,36.7842982778631,10.181823055938354,Studio,28,66,0,1,6,1.0,False,False,False,95000,"165 Place La Marsa, Apt. 20, Tunis, Tunisia",Carthage,Standard,E,2010.0,2022-07-22,1439
Kairouan,150,35.69664452850133,10.085273075806949,Duplex,18,216,4,3,6,7.8,True,False,False,456000,"54 Impasse Ibn Sina, Apt. 24, Kairouan, Tunisia",,Standard,E,2021.0,2022-04-21,2111
Manouba,400,36.80571949473847,10.118974044385743,House,28,132,4,1,0,3.6,False,True,True,414000,"101 Avenue Liberté, Manouba, Tunisia",,Good,A,2021.0,2022-02-12,3136
Tunis,634,36.80292819189029,10.17441838161662,Apartment,3,102,2,1,2,0.6,False,False,False,369000,"9 Boulevard La Marsa, Apt. 32, Tunis, Tunisia",Quartier Lac,Standard,A,,2022-09-29,3618
Kairouan,150,35.67512683240617,10.100572638325879,House,26,251,5,2,0,9.9,False,True,True,581000,"169 Impasse Abou El Kacem Chebbi, Kairouan, Tunisia",Résidence Palmeraie,Standard,E,,2023-03-18,2315
